pout,sigma,RandIndexBregman,StdRandBregman,MutualInfoBregman,StdMutualBregman,    RandIndexKmeans,StdRandKmeans,MutualInfoKmeans,StdMutualKmeans,    RandIndexSpectral,StdRandSpectral,MutualInfoSpectral,StdMutualSpectral
0.01,0.1,1.0,0.0,1.0986122886681091,0.0            ,0.9955629877369008,0.0,1.079911776660916,0.0            ,0.9955629877369008,0.0,1.0799117766609163,0.0
0.01,1,0.9563656633221851,0.0,0.9410627445055646,0.0            ,0.6687848383500558,0.0,0.2539958544962891,0.0            ,0.9955629877369008,0.0,1.079911776660916,0.0
0.01,10,0.9694314381270903,0.0,0.9819403481831736,0.0            ,0.5672909698996655,0.0,0.03217409447820507,0.0            ,0.9955629877369008,0.0,1.079911776660916,0.0
0.05,0.1,0.9012486064659978,0.0,0.8402175630503195,0.0            ,0.9955629877369008,0.0,1.079911776660916,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
0.05,1,0.5764771460423634,0.0,0.13046643107067435,0.0            ,0.6939130434782609,0.0,0.300358528291225,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
0.05,10,0.540891861761427,0.0,0.018668713386376948,0.0            ,0.5741360089186176,0.0,0.04396170687653561,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
0.1,0.1,0.8802452619843925,0.0,0.800634890255936,0.0            ,0.9911482720178373,0.0,1.0612445985426335,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
0.1,1,0.6311928651059086,0.0,0.1765776158993702,0.0            ,0.7180602006688963,0.0,0.35658259333839404,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
0.1,10,0.5529765886287625,0.0,0.019150780683403007,0.0            ,0.5680936454849498,0.0,0.033723125560263356,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
