pout,delta,RandIndexBregman,StdRandBregman,MutualInfoBregman,StdMutualBregman,    RandIndexKmeans,StdRandKmeans,MutualInfoKmeans,StdMutualKmeans,    RandIndexSpectral,StdRandSpectral,MutualInfoSpectral,StdMutualSpectral
0.01,0.01,0.9525752508361204,0.0,0.9232872964683191,0.0            ,0.6917948717948718,0.0,0.28883559847140944,0.0            ,0.9955629877369008,0.0,1.079911776660916,0.0
0.01,1,0.9608249721293199,0.0,0.9493297031290613,0.0            ,0.6659085841694538,0.0,0.23642749938722502,0.0            ,0.9955629877369008,0.0,1.0799117766609163,0.0
0.01,10,0.9482943143812709,0.0,0.9138005504516671,0.0            ,0.6786845039018952,0.0,0.26853130511852513,0.0            ,0.9955629877369008,0.0,1.079911776660916,0.0
0.05,0.01,0.5938461538461538,0.0,0.20022695789300232,0.0            ,0.7363433667781494,0.0,0.3914939588634725,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
0.05,1,0.5620735785953177,0.0,0.23262249857932207,0.0            ,0.6739799331103679,0.0,0.27142939789645015,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
0.05,10,0.5206911928651059,0.0,0.12058504669847744,0.0            ,0.6663768115942029,0.0,0.24238663554763842,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
0.1,0.01,0.4850613154960981,0.0,0.12741073250743307,0.0            ,0.6895652173913044,0.0,0.29062560404950066,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
0.1,1,0.6289632107023412,0.0,0.1836667559276356,0.0            ,0.6797324414715719,0.0,0.2712158823647048,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
0.1,10,0.6082720178372353,0.0,0.11976285757330653,0.0            ,0.6738238573021181,0.0,0.2508501307472576,0.0            ,0.3355852842809365,0.0,0.007335255157601375,0.0
